fec.gov
title,Two Year Summary
description,2016 Operating Expenditures
timestamp,Sun Sep 18 19:27:51 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cmte_id,C00580100
cmte_nm,DONALD J. TRUMP FOR PRESIDENT, INC.
"Payee Name","Purpose","City","State","Zip","Payment Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"BYRD, CHARLICE","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED","NEW YORK","NY","10022","03/29/2016","$1,427.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964988","","","","P",
"BYRD, CHARLICE","TRAVEL: MILEAGE [BYRD: SB23.455482]","NEW YORK","NY","10022","03/29/2016","$904.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964988","","","","P",
"BYRD, CHARLICE","PAYROLL","NEW YORK","NY","10022","03/31/2016","$1,250.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964989","","","","P",
"C & J","TRAVEL: GROUND TRANSPORTATION [GEORGEVITS: SB23.6616]","PORTSMOUTH","NH","03801","07/28/2015","$320.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291128","","","","P",
"C&M TRANSCONTINENTAL, LLC","STRATEGY CONSULTING","MENDHAM","NJ","07945","10/01/2015","$20,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280293","","","","P",
"C&M TRANSCONTINENTAL, LLC","STRATEGY CONSULTING","MENDHAM","NJ","07945","10/30/2015","$20,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280293","","","","P",
"C&M TRANSCONTINENTAL, LLC","STRATEGY CONSULTING","MENDHAM","NJ","07945","12/01/2015","$21,402.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280293","","","","P",
"C&M TRANSCONTINENTAL, LLC","STRATEGY CONSULTING","MENDHAM","NJ","07945","01/04/2016","$20,058.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575957","","","","P",
"C&M TRANSCONTINENTAL, LLC","STRATEGY CONSULTING","MENDHAM","NJ","07945","02/24/2016","$20,609.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931713","","","","P",
"C&M TRANSCONTINENTAL, LLC","STRATEGY CONSULTING","MENDHAM","NJ","07945","05/24/2016","$842.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596699","","","","P",
"C&M TRANSCONTINENTAL, LLC","STRATEGY CONSULTING","MENDHAM","NJ","07945","08/03/2015","$20,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291128","","","","P",
"C&M TRANSCONTINENTAL, LLC","STRATEGY CONSULTING","MENDHAM","NJ","07945","09/03/2015","$20,000.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291129","","","","P",
"C&M TRANSCONTINENTAL, LLC","TRAVEL EXPENSE REIMBURSEMENT","MENDHAM","NJ","07945","09/21/2015","$4,458.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291129","","","","P",
"C. STEPHEN TRIMMIER","RENT","BIRMINGHAM","AL","35205","11/05/2015","$2,000.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280294","","","","P",
"CABELLO, MARIO","SECURITY SERVICES","FORT WORTH","TX","76102","02/25/2016","$297.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931713","","","","P",
"CAESARS ENTERTAINMENT","FACILITY RENTAL","LAS VEGAS","NV","89119","02/24/2016","$7,897.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931714","","","","P",
"CAESARS ENTERTAINMENT","PPV: FACILITY RENTAL","LAS VEGAS","NV","89119","03/31/2016","($7,897.00)","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964989","","","","P",
"CAFE FIORELLO","MEETING EXPENSE: MEALS [MCMULLEN: SB23.7057]","NEW YORK","NY","10023","07/03/2015","$212.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291129","","","","P",
"CALAMARI JR., MATT","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED","NEW YORK","NY","10022","03/24/2016","$630.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964989","","","","P",
"CALAMARI, MATTHEW","PAYROLL","NEW YORK","NY","10022","07/23/2016","$4,322.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701222","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","10/05/2015","$56,927.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280294","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","10/26/2015","$10,822.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280294","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","11/03/2015","$5,545.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280295","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","11/05/2015","$119,711.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280295","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","11/17/2015","$58,488.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280295","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","11/23/2015","$51,369.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280296","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","12/01/2015","$13,392.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280296","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","12/14/2015","$61,812.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280296","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","01/04/2016","$29,998.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575957","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","01/06/2016","$24,805.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575958","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","01/12/2016","$67,751.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575958","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","01/31/2016","$54,397.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575958","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","02/23/2016","$89,022.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931714","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","02/29/2016","$57,915.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931714","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","03/18/2016","$41,111.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964990","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","03/29/2016","$54,718.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964990","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","03/31/2016","$35,848.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964990","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","04/08/2016","$32,846.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007414","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","04/18/2016","$64,825.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007414","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","04/30/2016","$77,652.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007414","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","05/11/2016","$37,224.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596699","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","05/16/2016","$51,007.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596699","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","05/31/2016","$36,432.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596700","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","05/31/2016","$83,205.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596700","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","07/13/2016","$48,900.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700866","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","07/18/2016","$60,523.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700867","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","07/29/2016","$51,521.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700867","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","07/31/2016","$262,165.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700867","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","06/28/2016","$135,687.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798668","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","06/29/2016","$2,167.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798668","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","06/30/2016","$79,950.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798669","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","08/07/2015","$11,438.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291130","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","08/31/2015","$45,257.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291130","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","09/03/2015","$2,051.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291130","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","09/09/2015","$17,577.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291131","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","09/16/2015","$46,197.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291131","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","09/18/2015","$56,198.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291131","","","","P",
"CALI-FAME","COLLATERAL: HATS","CARSON","CA","90810","09/23/2015","$94,947.00","","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291132","","","","P",
"CALIFORNIA REPUBLIC BANK","BANK FEES [AMEX: SB23.1615120]","BEVERLY HILLS","CA","90210","06/14/2016","$900.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700868","","","","P",
"CALLEN, BILL","EVENT EQUIPMENT RENTAL - RADIOS","MERRIMACK","NH","03054","11/16/2015","$300.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280297","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","02/17/2016","$24,000.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931715","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","02/29/2016","$15,800.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931715","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","03/14/2016","$13,400.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964991","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","03/30/2016","$11,600.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964991","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","04/11/2016","$21,600.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007415","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","05/04/2016","$12,000.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596700","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","05/31/2016","$3,900.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596701","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","07/08/2016","$12,000.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700868","","","","P",
"CALLFIRE","SOFTWARE SERVICES","SANTA MONICA","CA","90401","06/13/2016","$12,000.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798669","","","","P",
"CAMBRIDGE ANALYTICA, LLC","DATA MANAGEMENT SERVICES","ALEXANDRIA","VA","22314","07/29/2016","$100,000.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700868","","","","P",
"CAMBRIDGE TRANSPORTATION CORP","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.599732]","CHICAGO","IL","60694","03/31/2016","$592.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596701","","","","P",
"CAMBRIDGE TRANSPORTATION CORP","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.11631135]","CHICAGO","IL","60694","05/02/2016","$676.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798669","","","","P",
"CAMBRIDGE TRANSPORTATION CORP.","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.1615120]","CHICAGO","IL","60694","05/31/2016","$608.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700869","","","","P",
"CAMEL TRADERS","AUDIO VISUAL SERVICES [AMEX: SB23.599732]","TROY","NY","12180","04/10/2016","$12,000.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596701","","","","P",
"CAMEL TRADERS","AUDIO VISUAL SERVICES [AMEX: SB23.599732]","TROY","NY","12180","04/11/2016","$11,711.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596702","","","","P",
"CAMEL TRADERS","AUDIO VISUAL SERVICES [AMEX: SB23.599732]","TROY","NY","12180","04/16/2016","$24,440.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596702","","","","P",
"CAMEL TRADERS","AUDIO VISUAL SERVICES [AMEX: SB23.599732]","TROY","NY","12180","04/18/2016","$12,000.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596702","","","","P",
"CAMEL TRADERS","AUDIO VISUAL SERVICES [AMEX: SB23.599732]","TROY","NY","12180","04/19/2016","$10,734.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596703","","","","P",
"CAMP ALLEN, INC.","RENT AND UTILITIES","BEDFORD","NH","03310","01/15/2016","$3,000.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008575959","","","","P",
"CAMPION AMBULANCE SERVICE INC.","SECURITY SERVICES","WATERBURY","CT","06706","06/16/2016","$500.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798670","","","","P",
"CANDLEWOOD SUITES","TRAVEL: LODGING [SMITH: SB23.6681]","BLUFFTON","SC","29909","08/03/2015","$312.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291132","","","","P",
"CANDLEWOOD SUITES","TRAVEL: LODGING [MCDANIEL: SB23.6693]","BLUFFTON","SC","29909","09/18/2015","$366.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291132","","","","P",
"CANTILLO, LEONEL","FIELD CONSULTING","SOUTH ORANGE","NJ","08536","06/10/2016","$3,261.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798670","","","","P",
"CANTILLO, LEONEL","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED","SOUTH ORANGE","NJ","08536","06/30/2016","$165.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798670","","","","P",
"CAPITAL TRAILWAYS","EVENT EXPENSE: GROUND TRANSPORTATION [AMEX: SB23.513914]","MADISON","AL","35756","02/28/2016","$3,500.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007415","","","","P",
"CAPITAL TRAILWAYS","REFUND: EVENT EXPENSE: GROUND TRANSPORTATION [AMEX: SB23.513914]","MADISON","AL","35756","03/01/2016","($500.00)","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007415","","","","P",
"CAPITOL GRILL","TRAVEL: FOOD [MAHROUM: SB23.248887]","AUSTIN","TX","78701","12/08/2015","$28.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280297","","","","P",
"CAPITOL INVESTMENTS III","RENT AND UTILITIES","COLUMBIA","SC","29211","03/24/2016","$1,500.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964991","","","","P",
"CAPITOL PROMPTING SERVICES","AUDIO VISUAL SERVICES [AMEX: SB23.513914]","ARLINGTON","VA","22202","03/21/2016","$1,047.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007416","","","","P",
"CAPITOL PROMPTING SERVICES","AUDIO VISUAL SERVICES [AMEX: SB23.599732]","ARLINGTON","VA","22202","04/27/2016","$1,859.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596703","","","","P",
"CAPORALE, JUSTIN","EVENT CONSULTING","WASHINGTON","DC","20010","03/23/2016","$2,250.00","","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014964992","","","","P",
"CAPORALE, JUSTIN","EVENT CONSULTING","WASHINGTON","DC","20010","04/18/2016","$4,750.00","","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007416","","","","P",
"CAPORALE, JUSTIN","EVENT CONSULTING","WASHINGTON","DC","20010","07/18/2016","$6,846.00","","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700869","","","","P",
"CAPORALE, JUSTIN","EVENT CONSULTING","WASHINGTON","DC","20010","06/15/2016","$7,312.00","","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030798671","","","","P",
"CAPORALE, JUSTIN R","EVENT CONSULTING","WASHINGTON","DC","20010","05/06/2016","$6,750.00","","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596703","","","","P",
"CAPRICORN LIMOUSINE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.599732]","LONG ISLAND CITY","NY","11101","04/04/2016","$375.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018596704","","","","P",
"CAPRICORN LUXURY TRAVEL","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.513914]","LONGISLAND CITY","NY","11101","03/15/2016","$1,892.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007416","","","","P",
"CAPRICORN LUXURY TRAVEL","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.513914]","LONGISLAND CITY","NY","11101","03/21/2016","$1,269.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007417","","","","P",
"CARABAJAL, DAVID","SECURITY SERVICES","FORT WORTH","TX","76102","02/25/2016","$297.00","","M3","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201603209011931715","","","","P",
"CARBON COLORS, LLC","PRINTING AND DESIGN SERVICES","DRACUT","MA","01826","11/06/2015","$286.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280297","","","","P",
"CAREY EXECUTIVE TRANSPORTATION","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.1615120]","WASHINGTON","DC","20016","05/31/2016","$713.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700869","","","","P",
"CAREY EXECUTIVE TRANSPORTATION","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.1615120]","WASHINGTON","DC","20016","05/31/2016","$546.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023700870","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/08/2015","$69.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280298","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/08/2015","$79.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280298","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/08/2015","$79.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280298","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/16/2015","$44.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280299","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/16/2015","$82.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280299","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/16/2015","$96.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280299","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/16/2015","$119.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280300","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/17/2015","$82.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280300","","","","P",
"CARMEL CAR & LIMOUSINE SERVICE","TRAVEL: GROUND TRANSPORTATION [AMEX: SB23.248389]","NEW YORK","NY","10025","09/17/2015","$89.00","X","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280300","","","","P",
